ibge7,Alagamento,Colapso,Corrida de massa,Deslizamento,Enchente,Enxurrada,Erosão,Expansão/Contração de argilas,Inundação,Outros,Queda,Rastejo,Subsidência,Tombamento,Alto,Muito alto,n_risco
5006903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5101308,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,1,4
5101704,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6
5101803,0,0,0,8,0,4,0,0,0,0,8,0,0,0,10,10,20
5103254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5103304,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
5103403,0,0,0,1,0,0,1,0,6,0,0,0,0,0,7,1,8
5105259,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2
5105903,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,4
5106109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5106224,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
5106232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5106257,10,1,0,1,0,0,0,0,3,0,0,0,0,0,11,4,15
5106307,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,2,8
5106422,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,2,4
5107040,0,0,0,3,0,2,1,0,0,0,0,0,0,0,4,2,6
5107776,0,0,0,2,6,1,0,0,0,0,0,0,0,0,4,5,9
5107800,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,3,11
5107909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5107925,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,4
5108402,0,0,0,0,2,0,0,0,30,0,0,0,0,0,30,2,32
5200308,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
5201108,0,0,0,9,0,0,13,0,1,0,0,0,0,0,12,11,23
5201405,0,0,0,8,0,0,9,0,1,0,0,0,0,0,16,2,18
5204508,0,0,0,0,0,1,2,0,4,0,0,0,0,0,6,1,7
5205406,0,0,0,5,0,2,0,0,1,0,0,0,0,0,7,1,8
5208004,0,0,0,3,0,0,1,0,6,0,0,0,0,0,9,1,10
5208707,0,0,0,2,0,0,9,0,12,0,1,0,0,0,15,9,24
5208905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5210802,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5211909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5212253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5213103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5215231,0,0,0,5,0,0,4,0,0,0,0,0,0,0,9,0,9
5217302,0,0,0,1,0,2,0,0,3,0,0,0,0,0,6,0,6
5218508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5219308,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
5219407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5220454,0,0,0,8,0,2,0,0,1,0,0,0,0,0,10,1,11
5220603,0,0,0,4,0,0,5,0,0,0,0,0,0,0,9,0,9
5300108,0,0,0,18,0,2,1,0,1,0,0,0,0,0,20,2,22
